taxonUUID,taxonRank,kingdom,taiCOLNameCode,tfNameCode,simplifiedScientificName,scientificName,reason,number_of_occurrence,TT_URL
9da421e4-f5f6-482b-8ad4-9def24920b22,species,Animalia,t0082975,"",Thomsoniella concentralis,Thomsoniella concentralis,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/9da421e4-f5f6-482b-8ad4-9def24920b22
764f4704-1aa6-4888-8f4d-0a4d572e5fe5,species,Animalia,t0062998,"",Epotiocerus flexuosus,Epotiocerus flexuosus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/764f4704-1aa6-4888-8f4d-0a4d572e5fe5
4827564f-85e6-4479-a7c3-70c01b3300f8,species,Animalia,t0084251,"",Geisha mariginellus,Geisha mariginellus,taiCOLNameCode重複,75,https://taxatree.tbn.org.tw/taxa/4827564f-85e6-4479-a7c3-70c01b3300f8
fd54846d-b6e4-462f-9779-d4a3efc15147,species,Animalia,t0084251,"",Phylliana alba,Phylliana alba,taiCOLNameCode重複,305,https://taxatree.tbn.org.tw/taxa/fd54846d-b6e4-462f-9779-d4a3efc15147
ef38ea03-ee02-4099-919f-2656fb32138d,species,Animalia,t0028210,"",Nacolus assamensis,Nacolus assamensis,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/ef38ea03-ee02-4099-919f-2656fb32138d
85fa0ee2-33e2-4075-ae68-a33868e0a2cf,species,Animalia,t0028210,"",Nacolus gavialis,Nacolus gavialis,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/85fa0ee2-33e2-4075-ae68-a33868e0a2cf
3e86ea50-bcd7-4973-a1cf-c5a0d7a28482,species,Animalia,t0036096,"",Platypleura kaempferi,Platypleura kaempferi,taiCOLNameCode重複,251,https://taxatree.tbn.org.tw/taxa/3e86ea50-bcd7-4973-a1cf-c5a0d7a28482
9aa0f6f6-1bfa-4a9f-a415-16dd03b0fbad,species,Animalia,t0036097,"",Platypleura takasagona,Platypleura takasagona,taiCOLNameCode重複,169,https://taxatree.tbn.org.tw/taxa/9aa0f6f6-1bfa-4a9f-a415-16dd03b0fbad
d43e4e03-f8b0-4103-92ce-23841f9f46a9,species,Animalia,t0028640,"",Onukia flavifrons,Onukia flavifrons,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/d43e4e03-f8b0-4103-92ce-23841f9f46a9
54af3d89-5d30-41a8-9e21-35576a1d5bde,species,Animalia,t0082975,"",Parabolocratus concentricus,Parabolocratus concentricus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/54af3d89-5d30-41a8-9e21-35576a1d5bde
0785ad7e-f3ba-4254-b94e-03d2aaee27f8,species,Animalia,t0028641,"",Nirvana orientalis,Nirvana orientalis,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/0785ad7e-f3ba-4254-b94e-03d2aaee27f8
d37123df-830d-409f-9c72-2ba2cf03c808,species,Animalia,t0083737,"",Penthimia theae,Penthimia theae,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/d37123df-830d-409f-9c72-2ba2cf03c808
601570e5-53c5-4856-ba3a-4b645ded6e0b,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,taiCOLNameCode重複,185,https://taxatree.tbn.org.tw/taxa/601570e5-53c5-4856-ba3a-4b645ded6e0b
0dfb72db-33e8-4881-80c2-97b5d85cd5f7,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,taiCOLNameCode重複,34,https://taxatree.tbn.org.tw/taxa/0dfb72db-33e8-4881-80c2-97b5d85cd5f7
d0f57dd6-aa16-4311-8724-485bfa48e12e,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,taiCOLNameCode重複,7,https://taxatree.tbn.org.tw/taxa/d0f57dd6-aa16-4311-8724-485bfa48e12e
f962b984-10de-42d9-b2a3-3711ddbe356a,species,Animalia,t0098554,"",Polistes chinensis,Polistes chinensis,taiCOLNameCode重複,4,https://taxatree.tbn.org.tw/taxa/f962b984-10de-42d9-b2a3-3711ddbe356a
7891c4c4-cf2c-42ed-b213-a52165e81e80,species,Animalia,t0099802,"",Aedes vexans,Aedes vexans,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/7891c4c4-cf2c-42ed-b213-a52165e81e80
e7faccf6-510b-4d58-8fd1-e92241cf6b5d,species,Animalia,t0070375,"",Aedes (Stegomyia) albopictus,Aedes (Stegomyia) albopictus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/e7faccf6-510b-4d58-8fd1-e92241cf6b5d
91f39fc0-c539-40ce-a6f4-113fa48e7886,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,taiCOLNameCode重複,14,https://taxatree.tbn.org.tw/taxa/91f39fc0-c539-40ce-a6f4-113fa48e7886
b01389c4-f16a-4478-942e-3377a390149c,species,Animalia,t0085995,"",Ochlerotatus pulchriventer,Ochlerotatus pulchriventer,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/b01389c4-f16a-4478-942e-3377a390149c
bd88a054-b8ab-4200-ae1c-0b877b2b00ef,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,taiCOLNameCode重複,5,https://taxatree.tbn.org.tw/taxa/bd88a054-b8ab-4200-ae1c-0b877b2b00ef
345d3787-04dc-45f7-837d-78486decfd03,species,Animalia,t0046488,"",Synthesionyia nudiseta,Synthesionyia nudiseta,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/345d3787-04dc-45f7-837d-78486decfd03
8d3fae1d-f6f4-4f84-86f9-c03465f3d76d,species,Animalia,t0061893,"",Dolichopeza gracillis,Dolichopeza gracillis,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/8d3fae1d-f6f4-4f84-86f9-c03465f3d76d
d3e093d0-4723-47ca-90f4-a5bca2508668,species,Animalia,t0097357,"",Icosta ardeae,Icosta ardeae,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/d3e093d0-4723-47ca-90f4-a5bca2508668
3259db88-c351-4444-a86e-376377a14943,species,Animalia,t0065582,"",Hierodula (Hierodula) bipapilla,Hierodula (Hierodula) bipapilla,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/3259db88-c351-4444-a86e-376377a14943
522b1e41-6387-42c8-b0bd-08f6bd8d6a7f,species,Animalia,t0065582,"",Hierodula (Hierodula) patellifera,Hierodula (Hierodula) patellifera,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/522b1e41-6387-42c8-b0bd-08f6bd8d6a7f
7fd50064-3e01-4218-8b40-15e33366c525,species,Animalia,t0065582,"",Hierodula (Hierodula) saussurei,Hierodula (Hierodula) saussurei,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/7fd50064-3e01-4218-8b40-15e33366c525
4f6cf3cc-b3df-4332-a56c-c9e2ff42a1ec,species,Animalia,t0096957,"",Eucriotettix oculatus,Eucriotettix oculatus,taiCOLNameCode重複,45,https://taxatree.tbn.org.tw/taxa/4f6cf3cc-b3df-4332-a56c-c9e2ff42a1ec
5a3cfc65-615e-4b61-b1ce-b67ce6437f85,species,Animalia,t0098220,"",Oxya japonica,Oxya japonica,taiCOLNameCode重複,7,https://taxatree.tbn.org.tw/taxa/5a3cfc65-615e-4b61-b1ce-b67ce6437f85
4e0d7a43-bacb-41f2-9e35-d04fb185022f,species,Animalia,t0099222,"",Traulia ornata,Traulia ornata,taiCOLNameCode重複,803,https://taxatree.tbn.org.tw/taxa/4e0d7a43-bacb-41f2-9e35-d04fb185022f
a19fbe06-9152-4744-8140-128c17343cf4,species,Animalia,t0097772,"",Conocephalus japonicus,Conocephalus japonicus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/a19fbe06-9152-4744-8140-128c17343cf4
6c5606a4-79d3-4557-b862-c4db38ddc623,species,Animalia,t0069464,"",Mitius blennus,Mitius blennus,taiCOLNameCode重複,2,https://taxatree.tbn.org.tw/taxa/6c5606a4-79d3-4557-b862-c4db38ddc623
d7e85775-9361-4644-91ea-6bd641292cf2,species,Animalia,t0029608,"",Sorineuchora formosana,Sorineuchora formosana,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/d7e85775-9361-4644-91ea-6bd641292cf2
2312454a-6030-4f25-b1dc-52bb19a83a9c,species,Animalia,t0031741,"",Periplaneta australasiae,Periplaneta australasiae,taiCOLNameCode重複,237,https://taxatree.tbn.org.tw/taxa/2312454a-6030-4f25-b1dc-52bb19a83a9c
b8225fa5-fcb4-4c0a-ad3e-7b71504aa3bd,species,Animalia,t0081308,"",Neopanorpa similis,Neopanorpa similis,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/b8225fa5-fcb4-4c0a-ad3e-7b71504aa3bd
b6c547b7-1b77-401f-bda6-12fb603aa9a3,species,Animalia,t0032893,"",Sipyloidea sipylus,Sipyloidea sipylus,taiCOLNameCode重複,14,https://taxatree.tbn.org.tw/taxa/b6c547b7-1b77-401f-bda6-12fb603aa9a3
ef95ca44-9529-433e-be7a-136fa8636d21,infraspecies,Animalia,t0030636,"",Platynus acroglyptus acroglyptus,Platynus acroglyptus acroglyptus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/ef95ca44-9529-433e-be7a-136fa8636d21
c71543ed-119f-4482-97db-307742b24f5a,infraspecies,Animalia,t0030128,"",Carabus blaptoides hanae,Carabus blaptoides hanae,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/c71543ed-119f-4482-97db-307742b24f5a
0d05f77f-35c6-4f18-999c-79381f4cee2e,infraspecies,Animalia,t0057588,"",Adelocera shirozui shirozui,Adelocera shirozui shirozui,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/0d05f77f-35c6-4f18-999c-79381f4cee2e
9a787e82-a919-4c85-8ee9-636fb670a095,infraspecies,Animalia,t0057588,"",Agrypnus argillaceus shirozui,Agrypnus argillaceus shirozui,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/9a787e82-a919-4c85-8ee9-636fb670a095
7a31168c-0d46-45e3-b48b-8c69c3fdc27c,infraspecies,Animalia,t0096694,"",Xylotrechus latefasciatus latefasciatus,Xylotrechus latefasciatus latefasciatus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/7a31168c-0d46-45e3-b48b-8c69c3fdc27c
c9837fbc-cf7b-439a-ac33-7498a15faf91,infraspecies,Animalia,t0096904,"",Episcapha asahinai asahinai,Episcapha asahinai asahinai,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/c9837fbc-cf7b-439a-ac33-7498a15faf91
bc06aa23-9f07-40fd-a8f9-f67a6f74479b,infraspecies,Animalia,t0100175,"",Attagenus unicolor unicolor,Attagenus unicolor unicolor,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/bc06aa23-9f07-40fd-a8f9-f67a6f74479b
98503af0-b96c-45c6-8928-61af7b3314b4,infraspecies,Animalia,t0100723,"",Cephalomalthinus taoyuanus taoyuanus,Cephalomalthinus taoyuanus taoyuanus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/98503af0-b96c-45c6-8928-61af7b3314b4
c75c9a2b-1c96-4f69-ad45-4c8b4ffe758b,infraspecies,Animalia,t0096878,"",Eobia chinensis chinensis,Eobia chinensis chinensis,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/c75c9a2b-1c96-4f69-ad45-4c8b4ffe758b
2810ffd8-a67c-4a5c-9032-4b7952ceef27,infraspecies,Animalia,t0084774,"",Erasmia pulchella hobsoni,Erasmia pulchella hobsoni,taiCOLNameCode重複,174,https://taxatree.tbn.org.tw/taxa/2810ffd8-a67c-4a5c-9032-4b7952ceef27
89e11b95-5397-4540-8e89-183501cc3ad9,infraspecies,Animalia,t0084992,"",Rhagastis castor formosana,Rhagastis castor formosana,taiCOLNameCode重複,366,https://taxatree.tbn.org.tw/taxa/89e11b95-5397-4540-8e89-183501cc3ad9
1edb7bea-6600-4e9c-a51c-f10205d7c69c,infraspecies,Animalia,t0084975,"",Charaxes eudamippus formosanus,Charaxes eudamippus formosanus,taiCOLNameCode重複,89,https://taxatree.tbn.org.tw/taxa/1edb7bea-6600-4e9c-a51c-f10205d7c69c
5a26f636-686b-4856-9bbe-9939aba158c7,infraspecies,Animalia,t0098558,"",Polistes tenebricosus tenebricosus,Polistes tenebricosus tenebricosus,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/5a26f636-686b-4856-9bbe-9939aba158c7
ebdab555-cea4-4eb9-b1e6-17877d3d2732,infraspecies,Animalia,t0098556,"",Polistes stigma stigma,Polistes stigma stigma,taiCOLNameCode重複,3,https://taxatree.tbn.org.tw/taxa/ebdab555-cea4-4eb9-b1e6-17877d3d2732
163d78c9-c848-4777-96fd-7a33ee1a748a,infraspecies,Animalia,t0098557,"",Polistes strigosus strigosus,Polistes strigosus strigosus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/163d78c9-c848-4777-96fd-7a33ee1a748a
d56e4083-4572-460c-b345-7f7f73f6fa99,infraspecies,Animalia,t0098554,"",Polistes chinensis chinensis,Polistes chinensis chinensis,taiCOLNameCode重複,4,https://taxatree.tbn.org.tw/taxa/d56e4083-4572-460c-b345-7f7f73f6fa99
2f3a0856-69be-40cc-939b-b50f9753ac8b,infraspecies,Animalia,t0099802,"",Aedes vexans vexans,Aedes vexans vexans,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/2f3a0856-69be-40cc-939b-b50f9753ac8b
6e581dac-60ee-4020-a6e2-b1c390785cd7,infraspecies,Animalia,t0085995,"",Ochlerotatus pulchriventer alius,Ochlerotatus pulchriventer alius,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/6e581dac-60ee-4020-a6e2-b1c390785cd7
3877eaea-4822-4206-811f-0b8cef425136,infraspecies,Animalia,t0100120,"",Asarkina porcina porcina,Asarkina porcina porcina,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/3877eaea-4822-4206-811f-0b8cef425136
e346eaea-b2e3-4e5e-9649-3d9b77dcd356,infraspecies,Animalia,t0097357,"",Icosta ardeae ardeae,Icosta ardeae ardeae,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/e346eaea-b2e3-4e5e-9649-3d9b77dcd356
2eccba5b-1d9a-494f-89ed-a22e1924dabe,infraspecies,Animalia,t0085836,"",Lestes praemorsus decipiens,Lestes praemorsus decipiens,taiCOLNameCode重複,106,https://taxatree.tbn.org.tw/taxa/2eccba5b-1d9a-494f-89ed-a22e1924dabe
8b2d2e54-f973-415e-8d83-8a86c95c8a49,species,Animalia,t0065738,"",Homoeogryllus japonicus,Homoeogryllus japonicus,taiCOLNameCode重複,19,https://taxatree.tbn.org.tw/taxa/8b2d2e54-f973-415e-8d83-8a86c95c8a49
acd3f9fc-df02-494d-9965-8907d0142ae7,species,Animalia,t0076906,"",Burmattus pococki,Burmattus pococki,taiCOLNameCode重複,35,https://taxatree.tbn.org.tw/taxa/acd3f9fc-df02-494d-9965-8907d0142ae7
9dca09df-c982-4a32-8b4f-68468657b9a0,species,Animalia,t0027884,"",Meleonoma argometra,Meleonoma argometra,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/9dca09df-c982-4a32-8b4f-68468657b9a0
03b72168-32d4-4004-8620-abbafa769a9e,infraspecies,Animalia,t0099029,"",Syntypistis cyanea cyanea,Syntypistis cyanea cyanea,taiCOLNameCode重複,568,https://taxatree.tbn.org.tw/taxa/03b72168-32d4-4004-8620-abbafa769a9e
fddf6c6f-0b9d-4ce0-8fa3-33f7420dd632,infraspecies,Animalia,t0099135,"",Theretra nessus nessus,Theretra nessus nessus,taiCOLNameCode重複,495,https://taxatree.tbn.org.tw/taxa/fddf6c6f-0b9d-4ce0-8fa3-33f7420dd632
71cecbca-45a8-4317-b59b-15d712b16b62,infraspecies,Animalia,t0099203,"",Tosirips perpulchrana perpulchrana,Tosirips perpulchrana perpulchrana,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/71cecbca-45a8-4317-b59b-15d712b16b62
d0c975dc-1c98-4bc1-8673-2180bbadbe02,infraspecies,Animalia,t0100371,"",Lema (Quasilema) trivittata trivittata,Lema (Quasilema) trivittata trivittata,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/d0c975dc-1c98-4bc1-8673-2180bbadbe02
3eff4e19-ba42-464e-95da-3ecc12d5f79f,infraspecies,Animalia,t0030636,"",Colpodes acroglyptus acroglyptus,Colpodes acroglyptus acroglyptus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/3eff4e19-ba42-464e-95da-3ecc12d5f79f
34d88726-15ed-4e03-a560-3ff88ff60cc7,infraspecies,Animalia,t0100090,"",Archicolliuris bimaculata bimaculata,Archicolliuris bimaculata bimaculata,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/34d88726-15ed-4e03-a560-3ff88ff60cc7
8fd11032-6087-4a1a-809a-6ffb93c213b9,infraspecies,Animalia,t0100635,"",Ophionea ishiii ishiii,Ophionea ishiii ishiii,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/8fd11032-6087-4a1a-809a-6ffb93c213b9
52a618fb-6fa2-4e85-a9ba-22640c0c651a,species,Animalia,t0096913,"",Epitonium pallasi,Epitonium pallasi,taiCOLNameCode重複,18,https://taxatree.tbn.org.tw/taxa/52a618fb-6fa2-4e85-a9ba-22640c0c651a
69841dfd-1e8e-460e-8211-0058abb31f1a,infraspecies,Animalia,t0096957,"",Eucriotettix oculatus oculatus,Eucriotettix oculatus oculatus,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/69841dfd-1e8e-460e-8211-0058abb31f1a
d203668b-ebf0-4934-a220-c354b9fa3104,infraspecies,Animalia,t0099222,"",Traulia ornata ornata,Traulia ornata ornata,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/d203668b-ebf0-4934-a220-c354b9fa3104
07158031-07ad-4937-ae21-dba5a3f5f3ff,infraspecies,Animalia,t0097772,"",Conocephalus japonicus japonicus,Conocephalus japonicus japonicus,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/07158031-07ad-4937-ae21-dba5a3f5f3ff
96ce14ec-e453-48fc-ba08-93f24c4a7cbd,infraspecies,Animalia,t0098220,"",Oxya japonica japonica,Oxya japonica japonica,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/96ce14ec-e453-48fc-ba08-93f24c4a7cbd
4c687f1d-e3af-4a7c-9dda-1b2c8118817b,family,Animalia,t0005959,"",Euphylliidae,Euphylliidae,taiCOLNameCode重複,32,https://taxatree.tbn.org.tw/taxa/4c687f1d-e3af-4a7c-9dda-1b2c8118817b
6bb2cae0-44af-4c79-b87c-db74e3274a0f,genus,Animalia,t0010066,"",Atherigona,Atherigona,taiCOLNameCode重複,3,https://taxatree.tbn.org.tw/taxa/6bb2cae0-44af-4c79-b87c-db74e3274a0f
58fc16d2-a9f9-40e3-b8d7-3f3c81b66d34,species,Animalia,t0029328,"",Ginebis convexiuscula,Ginebis convexiuscula,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/58fc16d2-a9f9-40e3-b8d7-3f3c81b66d34
00c4480c-82b3-41a8-8e2d-cf6115b1ea36,infraspecies,Animalia,t0085384,"",Capra aegagrus hircus,Capra aegagrus hircus,taiCOLNameCode重複,15,https://taxatree.tbn.org.tw/taxa/00c4480c-82b3-41a8-8e2d-cf6115b1ea36
9f01f99c-b39c-4cf1-9c51-1b644ccaa172,species,Animalia,t0030182,"",Carpodacus vinaceus,Carpodacus vinaceus,taiCOLNameCode重複,527,https://taxatree.tbn.org.tw/taxa/9f01f99c-b39c-4cf1-9c51-1b644ccaa172
012e8034-59b2-432d-8afb-d485326a13c1,genus,Animalia,t0017043,"",Synthesiomyia,Synthesiomyia,taiCOLNameCode重複,13,https://taxatree.tbn.org.tw/taxa/012e8034-59b2-432d-8afb-d485326a13c1
5ebc5f95-61bd-4706-90be-59eaf05a40e2,genus,Animalia,t0010984,"",Microcaria,Microcaria,taiCOLNameCode重複,2,https://taxatree.tbn.org.tw/taxa/5ebc5f95-61bd-4706-90be-59eaf05a40e2
67f01745-188c-43e2-aa65-bca7d6f90721,infraspecies,Animalia,t0084975,"",Charaxes eudamippus formosana,Charaxes eudamippus formosana,taiCOLNameCode重複,182,https://taxatree.tbn.org.tw/taxa/67f01745-188c-43e2-aa65-bca7d6f90721
29d6114c-eceb-441d-a815-94ada8d8e84a,species,Animalia,t0038839,"",Sesarmops imperator,Sesarmops imperator,taiCOLNameCode重複,630,https://taxatree.tbn.org.tw/taxa/29d6114c-eceb-441d-a815-94ada8d8e84a
057d4898-626f-4865-86cc-45b4d143afe0,species,Animalia,t0070375,"",Stegomyia albopicta,Stegomyia albopicta,taiCOLNameCode重複,15524,https://taxatree.tbn.org.tw/taxa/057d4898-626f-4865-86cc-45b4d143afe0
82dab9b9-52be-4ce7-aa00-3c080c6308b4,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,taiCOLNameCode重複,184,https://taxatree.tbn.org.tw/taxa/82dab9b9-52be-4ce7-aa00-3c080c6308b4
e3737873-55d6-4869-86b8-eadebc95cbdc,species,Animalia,t0032893,"",Sipyloidea chlorotica,Sipyloidea chlorotica,taiCOLNameCode重複,119,https://taxatree.tbn.org.tw/taxa/e3737873-55d6-4869-86b8-eadebc95cbdc
7b936f2a-f75c-417d-91b5-2a4a428d6b6b,species,Animalia,t0037880,"",Rhynchophorus ferrugineus,Rhynchophorus ferrugineus,taiCOLNameCode重複,121,https://taxatree.tbn.org.tw/taxa/7b936f2a-f75c-417d-91b5-2a4a428d6b6b
e614ff5e-fd33-4b1b-ac2d-5137482e8738,species,Animalia,t0056777,"",Artona formosa,Artona formosa,taiCOLNameCode重複,646,https://taxatree.tbn.org.tw/taxa/e614ff5e-fd33-4b1b-ac2d-5137482e8738
b7e2add9-bcd8-4061-9da2-af254653f350,species,Animalia,t0085384,"",Capra hircus,Capra hircus,taiCOLNameCode重複,93,https://taxatree.tbn.org.tw/taxa/b7e2add9-bcd8-4061-9da2-af254653f350
d0b907d9-3155-4f82-a5b4-41161cfd7bfa,species,Animalia,t0027356,"",Phrynocaria circumusta,Phrynocaria circumusta,taiCOLNameCode重複,56,https://taxatree.tbn.org.tw/taxa/d0b907d9-3155-4f82-a5b4-41161cfd7bfa
f2b92eaf-6067-4581-aa2f-414e7bbf3a0d,species,Animalia,t0078324,"",Goniobranchus kuniei,Goniobranchus kuniei,taiCOLNameCode重複,62,https://taxatree.tbn.org.tw/taxa/f2b92eaf-6067-4581-aa2f-414e7bbf3a0d
a2807f2a-4466-483c-8382-56854e0e7e86,species,Animalia,t0084774,"",Erasmia sangaica,Erasmia sangaica,taiCOLNameCode重複,721,https://taxatree.tbn.org.tw/taxa/a2807f2a-4466-483c-8382-56854e0e7e86
28c31784-061d-455f-aa23-86f1604f72d3,species,Animalia,t0081611,"",Nigidius formosanus,Nigidius formosanus,taiCOLNameCode重複,35,https://taxatree.tbn.org.tw/taxa/28c31784-061d-455f-aa23-86f1604f72d3
2550737b-3fcc-41d4-bf33-91a9c35654fe,species,Animalia,t0049821,"",Pantana substrigosa,Pantana substrigosa,taiCOLNameCode重複,342,https://taxatree.tbn.org.tw/taxa/2550737b-3fcc-41d4-bf33-91a9c35654fe
fd95cd48-dc69-4551-9036-ef4062a70092,species,Animalia,t0078321,"",Goniobranchus fidelis,Goniobranchus fidelis,taiCOLNameCode重複,22,https://taxatree.tbn.org.tw/taxa/fd95cd48-dc69-4551-9036-ef4062a70092
02845a90-1591-4876-ba40-e2047f84c833,species,Animalia,t0084236,"",Phrynocaria unicolor,Phrynocaria unicolor,taiCOLNameCode重複,10,https://taxatree.tbn.org.tw/taxa/02845a90-1591-4876-ba40-e2047f84c833
77c4a9b4-85e5-4804-bbe6-40ca39ff1e33,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,taiCOLNameCode重複,8,https://taxatree.tbn.org.tw/taxa/77c4a9b4-85e5-4804-bbe6-40ca39ff1e33
1cb7eba6-66b5-4340-a958-68b70db50f04,species,Animalia,t0076906,"",Burmattus albopunctatus,Burmattus albopunctatus,taiCOLNameCode重複,7,https://taxatree.tbn.org.tw/taxa/1cb7eba6-66b5-4340-a958-68b70db50f04
e1e1bb51-5e26-40dc-ba51-32e2f9fabacc,species,Animalia,t0028254,"",Nechesia albotentata,Nechesia albotentata,taiCOLNameCode重複,16,https://taxatree.tbn.org.tw/taxa/e1e1bb51-5e26-40dc-ba51-32e2f9fabacc
b15ea590-b1f6-4d4c-8d43-b77a12d5dafb,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,taiCOLNameCode重複,7,https://taxatree.tbn.org.tw/taxa/b15ea590-b1f6-4d4c-8d43-b77a12d5dafb
3f565963-776e-45cf-8651-c8550f9d0d2d,species,Animalia,t0100371,"",Lema trivittata,Lema trivittata,taiCOLNameCode重複,5,https://taxatree.tbn.org.tw/taxa/3f565963-776e-45cf-8651-c8550f9d0d2d
cec89aca-d1e7-4a61-8ebe-f30244e10935,species,Animalia,t0036868,"",Protula bispiralis,Protula bispiralis,taiCOLNameCode重複,3,https://taxatree.tbn.org.tw/taxa/cec89aca-d1e7-4a61-8ebe-f30244e10935
b1394712-9842-47bb-80f8-8df91725b11e,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,taiCOLNameCode重複,5,https://taxatree.tbn.org.tw/taxa/b1394712-9842-47bb-80f8-8df91725b11e
30271c47-247e-4444-8b2b-92fc500128b5,species,Animalia,t0028210,"",Nacolus tuberculatus,Nacolus tuberculatus,taiCOLNameCode重複,2,https://taxatree.tbn.org.tw/taxa/30271c47-247e-4444-8b2b-92fc500128b5
58ad1cf7-92a8-4a56-9a84-d7904580fb56,species,Animalia,t0076554,"",Anomala polyanor,Anomala polyanor,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/58ad1cf7-92a8-4a56-9a84-d7904580fb56
41ab2c5a-5a80-4266-b02a-8880bff1b69c,species,Animalia,t0056818,"",Acentrogobius pflaumii,Acentrogobius pflaumii,taiCOLNameCode重複,21,https://taxatree.tbn.org.tw/taxa/41ab2c5a-5a80-4266-b02a-8880bff1b69c
4323073e-f3ca-4406-b6ee-4f474a948ae7,species,Animalia,t0057012,"",Aurigequula fasciata,Aurigequula fasciata,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/4323073e-f3ca-4406-b6ee-4f474a948ae7
0f4b22cb-03d4-4c6c-acf6-57c63fe9990c,species,Animalia,t0028529,"",Paraxanthias elegans,Paraxanthias elegans,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/0f4b22cb-03d4-4c6c-acf6-57c63fe9990c
ef0267ae-e719-4407-ba5c-a6813782de4c,species,Animalia,t0084262,"",Phyllidiella granulata,Phyllidiella granulata,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/ef0267ae-e719-4407-ba5c-a6813782de4c
24042b09-8025-48a0-9e10-43f4a343a434,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,taiCOLNameCode重複,34,https://taxatree.tbn.org.tw/taxa/24042b09-8025-48a0-9e10-43f4a343a434
62852790-6bec-40f2-ac36-ea47a8d9d42a,infraspecies,Animalia,t0061967,"",Dorcus yaksha gracilicornis,Dorcus yaksha gracilicornis,taiCOLNameCode重複,43,https://taxatree.tbn.org.tw/taxa/62852790-6bec-40f2-ac36-ea47a8d9d42a
