taxonUUID_x,TT_tfNameCode,taxonRank_x,TT_scientificName,TT_speciesKey,taxonUUID_y,TF_tfNameCode,分類處理狀態,cattfNameCode,taxonRank_y,nativeness,TF_scientificName,simplifiedScientificName,TF_speciesKey
ffe6fe42-e08c-4b0c-8aca-de9b592875a7,C303120303050402050519005000000000000,family,Eriocaulaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Eriocaulaceae,ffe6fe42-e08c-4b0c-8aca-de9b592875a7,C303120303050402050519005000000000000,accepted name 接受名,,family,原生 Native,Eriocaulaceae,Eriocaulaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Eriocaulaceae
6eeaeb63-845f-4e81-bb3d-eba12b989a96,C303120303050402050519006000000000000,family,Mayacaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Mayacaceae,6eeaeb63-845f-4e81-bb3d-eba12b989a96,C303120303050402050519006000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Mayacaceae,Mayacaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Mayacaceae
8e5f66a3-d5ee-40b9-b808-fc13844af03d,C303120303050402050519007000000000000,family,Thurniaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Thurniaceae,8e5f66a3-d5ee-40b9-b808-fc13844af03d,C303120303050402050519007000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Thurniaceae,Thurniaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Thurniaceae
706dd1f8-5185-4382-9712-13a16c2ceedf,C303120303050402050519008000000000000,family,Juncaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Juncaceae,706dd1f8-5185-4382-9712-13a16c2ceedf,C303120303050402050519008000000000000,accepted name 接受名,,family,原生 Native,Juncaceae,Juncaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Juncaceae
2064932e-dfa5-4456-ae9f-0217558ad833,C303120303050402050519009000000000000,family,Cyperaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Cyperaceae,2064932e-dfa5-4456-ae9f-0217558ad833,C303120303050402050519009000000000000,accepted name 接受名,,family,原生 Native,Cyperaceae,Cyperaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Cyperaceae
968285ab-f032-4613-bfed-d612f632b6ab,C303120303050402050519010000000000000,family,Restionaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Restionaceae,968285ab-f032-4613-bfed-d612f632b6ab,C303120303050402050519010000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Restionaceae,Restionaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Restionaceae
d870ce0c-8eaf-44ae-8596-9bce543594e1,C303120303050402050519011000000000000,family,Flagellariaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Flagellariaceae,d870ce0c-8eaf-44ae-8596-9bce543594e1,C303120303050402050519011000000000000,accepted name 接受名,,family,原生 Native,Flagellariaceae,Flagellariaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Flagellariaceae
02ceb79a-29ee-4f7f-a7bc-072a0d8ce766,C303120303050402050519012000000000000,family,Joinvilleaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Joinvilleaceae,02ceb79a-29ee-4f7f-a7bc-072a0d8ce766,C303120303050402050519012000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Joinvilleaceae,Joinvilleaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Joinvilleaceae
c025146d-9c3c-4771-844c-4e55c1cb0fa5,C303120303050402050519013000000000000,family,Ecdeiocoleaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Ecdeiocoleaceae,c025146d-9c3c-4771-844c-4e55c1cb0fa5,C303120303050402050519013000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Ecdeiocoleaceae,Ecdeiocoleaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Ecdeiocoleaceae
cc752439-6ae5-4e73-84ad-f22be8ae3f60,C303120303050402050519014000000000000,family,Poaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Poaceae,cc752439-6ae5-4e73-84ad-f22be8ae3f60,C303120303050402050519014000000000000,accepted name 接受名,,family,原生 Native,Poaceae,Poaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Poaceae
ad9a060a-86ee-4968-ac65-e9bcb265d760,C303120303050402050520001000000000000,family,Ceratophyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ceratophyllales-Ceratophyllaceae,ad9a060a-86ee-4968-ac65-e9bcb265d760,C303120303050402050520001000000000000,accepted name 接受名,,family,原生 Native,Ceratophyllaceae,Ceratophyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ceratophyllales-Ceratophyllaceae
56b391ea-4a6c-46b4-b91f-ea146568b89d,C303120303050402050521001000000000000,family,Eupteleaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Eupteleaceae,56b391ea-4a6c-46b4-b91f-ea146568b89d,C303120303050402050521001000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Eupteleaceae,Eupteleaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Eupteleaceae
e6101c3b-4e78-4396-bb23-46e25c49b34f,C303120303050402050521002000000000000,family,Papaveraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Papaveraceae,e6101c3b-4e78-4396-bb23-46e25c49b34f,C303120303050402050521002000000000000,accepted name 接受名,,family,原生 Native,Papaveraceae,Papaveraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Papaveraceae
d487adb6-22a3-4ef2-bd91-69bae35386bd,C303120303050402050521003000000000000,family,Circaeasteraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Circaeasteraceae,d487adb6-22a3-4ef2-bd91-69bae35386bd,C303120303050402050521003000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Circaeasteraceae,Circaeasteraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Circaeasteraceae
87c2c452-a2eb-4bd0-b7e1-62dccdf3ab2e,C303120303050402050521004000000000000,family,Lardizabalaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Lardizabalaceae,87c2c452-a2eb-4bd0-b7e1-62dccdf3ab2e,C303120303050402050521004000000000000,accepted name 接受名,,family,原生 Native,Lardizabalaceae,Lardizabalaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Lardizabalaceae
76fbe906-8db5-456a-8f2d-6d027714ddea,C303120303050402050521005000000000000,family,Menispermaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Menispermaceae,76fbe906-8db5-456a-8f2d-6d027714ddea,C303120303050402050521005000000000000,accepted name 接受名,,family,原生 Native,Menispermaceae,Menispermaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Menispermaceae
4fbe9759-765e-420d-b1ab-8c1ef001775a,C303120303050402050521006000000000000,family,Berberidaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Berberidaceae,4fbe9759-765e-420d-b1ab-8c1ef001775a,C303120303050402050521006000000000000,accepted name 接受名,,family,原生 Native,Berberidaceae,Berberidaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Berberidaceae
e16bcf4b-29d4-407a-8cb1-3b6c833e7547,C303120303050402050521007000000000000,family,Ranunculaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Ranunculaceae,e16bcf4b-29d4-407a-8cb1-3b6c833e7547,C303120303050402050521007000000000000,accepted name 接受名,,family,原生 Native,Ranunculaceae,Ranunculaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Ranunculales-Ranunculaceae
7a27ff7c-f182-4b63-8d2f-0275cb3ebab6,C303120303050402050522001000000000000,family,Sabiaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Sabiaceae,7a27ff7c-f182-4b63-8d2f-0275cb3ebab6,C303120303050402050522001000000000000,accepted name 接受名,,family,原生 Native,Sabiaceae,Sabiaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Sabiaceae
a82131c7-4291-47d8-b263-77a95a28b4df,C303120303050402050522002000000000000,family,Nelumbonaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Nelumbonaceae,a82131c7-4291-47d8-b263-77a95a28b4df,C303120303050402050522002000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Nelumbonaceae,Nelumbonaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Nelumbonaceae
eedc8a4c-c2d3-4c6a-bf06-f3400cc6d0ea,C303120303050402050522003000000000000,family,Platanaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Platanaceae,eedc8a4c-c2d3-4c6a-bf06-f3400cc6d0ea,C303120303050402050522003000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Platanaceae,Platanaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Platanaceae
0263f1ea-0ee3-48e0-8399-881bcd9d3414,C303120303050402050522004000000000000,family,Proteaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Proteaceae,0263f1ea-0ee3-48e0-8399-881bcd9d3414,C303120303050402050522004000000000000,accepted name 接受名,,family,原生 Native,Proteaceae,Proteaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Proteales-Proteaceae
b08ce8c9-b1ba-4560-9d62-6b5c7d83e806,C303120303050402050523001000000000000,family,Trochodendraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Trochodendrales-Trochodendraceae,b08ce8c9-b1ba-4560-9d62-6b5c7d83e806,C303120303050402050523001000000000000,accepted name 接受名,,family,原生 Native,Trochodendraceae,Trochodendraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Trochodendrales-Trochodendraceae
fa480844-39ce-439c-99a4-d8b8d242bacc,C303120303050402050524001000000000000,family,Buxaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Buxales-Buxaceae,fa480844-39ce-439c-99a4-d8b8d242bacc,C303120303050402050524001000000000000,accepted name 接受名,,family,原生 Native,Buxaceae,Buxaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Buxales-Buxaceae
1b13dfde-b961-4a76-a6c2-0bf825dc1122,C303120303050402050525001000000000000,family,Myrothamnaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Gunnerales-Myrothamnaceae,1b13dfde-b961-4a76-a6c2-0bf825dc1122,C303120303050402050525001000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Myrothamnaceae,Myrothamnaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Gunnerales-Myrothamnaceae
73f6354f-5c01-43a4-b619-939a620d6dea,C303120303050402050525002000000000000,family,Gunneraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Gunnerales-Gunneraceae,73f6354f-5c01-43a4-b619-939a620d6dea,C303120303050402050525002000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Gunneraceae,Gunneraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Gunnerales-Gunneraceae
9aca1653-ae3c-438a-be14-32d45d6a7d1e,C303120303050402050526001000000000000,family,Dilleniaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Dilleniales-Dilleniaceae,9aca1653-ae3c-438a-be14-32d45d6a7d1e,C303120303050402050526001000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Dilleniaceae,Dilleniaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Dilleniales-Dilleniaceae
eff30265-8d09-4ce5-b290-c18cca1fc440,C303120303050402050527001000000000000,family,Peridiscaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Peridiscaceae,eff30265-8d09-4ce5-b290-c18cca1fc440,C303120303050402050527001000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Peridiscaceae,Peridiscaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Peridiscaceae
55ae1164-5595-4877-afdd-c72c3c38bd43,C303120303050402050527002000000000000,family,Paeoniaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Paeoniaceae,55ae1164-5595-4877-afdd-c72c3c38bd43,C303120303050402050527002000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Paeoniaceae,Paeoniaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Paeoniaceae
e40f2810-78fe-4ffc-8f32-23e445b2061f,C303120303050402050527003000000000000,family,Altingiaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Altingiaceae,e40f2810-78fe-4ffc-8f32-23e445b2061f,C303120303050402050527003000000000000,accepted name 接受名,,family,原生 Native,Altingiaceae,Altingiaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Altingiaceae
378e43c2-12da-494a-862f-50cc6c23d538,C303120303050402050527004000000000000,family,Hamamelidaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Hamamelidaceae,378e43c2-12da-494a-862f-50cc6c23d538,C303120303050402050527004000000000000,accepted name 接受名,,family,原生 Native,Hamamelidaceae,Hamamelidaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Hamamelidaceae
be903842-5cfc-440b-b872-3afcb2445ec9,C303120303050402050527005000000000000,family,Cercidiphyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Cercidiphyllaceae,be903842-5cfc-440b-b872-3afcb2445ec9,C303120303050402050527005000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Cercidiphyllaceae,Cercidiphyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Cercidiphyllaceae
c008ee5e-0bcf-41c7-9d38-fb98422ba54a,C303120303050402050527006000000000000,family,Daphniphyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Daphniphyllaceae,c008ee5e-0bcf-41c7-9d38-fb98422ba54a,C303120303050402050527006000000000000,accepted name 接受名,,family,原生 Native,Daphniphyllaceae,Daphniphyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Daphniphyllaceae
acd9df44-ef2e-45ed-a8aa-ba76f55191eb,C303120303050402050527007000000000000,family,Iteaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Iteaceae,acd9df44-ef2e-45ed-a8aa-ba76f55191eb,C303120303050402050527007000000000000,accepted name 接受名,,family,原生 Native,Iteaceae,Iteaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Iteaceae
b6021724-5208-4be0-a780-fc520098286a,C303120303050402050527008000000000000,family,Grossulariaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Grossulariaceae,b6021724-5208-4be0-a780-fc520098286a,C303120303050402050527008000000000000,accepted name 接受名,,family,原生 Native,Grossulariaceae,Grossulariaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Grossulariaceae
99184f5c-485b-4f54-b826-8802327f10c3,C303120303050402050527009000000000000,family,Saxifragaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Saxifragaceae,99184f5c-485b-4f54-b826-8802327f10c3,C303120303050402050527009000000000000,accepted name 接受名,,family,原生 Native,Saxifragaceae,Saxifragaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Saxifragaceae
74463292-f4b5-4ec3-abd7-945bac64e6bd,C303120303050402050527010000000000000,family,Crassulaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Crassulaceae,74463292-f4b5-4ec3-abd7-945bac64e6bd,C303120303050402050527010000000000000,accepted name 接受名,,family,原生 Native,Crassulaceae,Crassulaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Crassulaceae
ef99b28b-56ca-47f2-a6f7-19051609d4d9,C303120303050402050527011000000000000,family,Aphanopetalaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Aphanopetalaceae,ef99b28b-56ca-47f2-a6f7-19051609d4d9,C303120303050402050527011000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Aphanopetalaceae,Aphanopetalaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Aphanopetalaceae
c8015d19-f8a0-47ef-a118-6070ac1362e3,C303120303050402050527012000000000000,family,Tetracarpaeaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Tetracarpaeaceae,c8015d19-f8a0-47ef-a118-6070ac1362e3,C303120303050402050527012000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Tetracarpaeaceae,Tetracarpaeaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Tetracarpaeaceae
0abfb7ba-cd55-45e0-8df3-2b52795a7e0f,C303120303050402050527013000000000000,family,Penthoraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Penthoraceae,0abfb7ba-cd55-45e0-8df3-2b52795a7e0f,C303120303050402050527013000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Penthoraceae,Penthoraceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Penthoraceae
e5bf1275-670b-4207-8cb2-cda49c0b1cf6,C303120303050402050527014000000000000,family,Haloragaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Haloragaceae,e5bf1275-670b-4207-8cb2-cda49c0b1cf6,C303120303050402050527014000000000000,accepted name 接受名,,family,原生 Native,Haloragaceae,Haloragaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Haloragaceae
0042093a-ea40-406a-aee2-026f56bf984e,C303120303050402050527015000000000000,family,Cynomoriaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Cynomoriaceae,0042093a-ea40-406a-aee2-026f56bf984e,C303120303050402050527015000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Cynomoriaceae,Cynomoriaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Cynomoriaceae
bc87a10d-fc2a-4701-abd6-b2ced8c08ded,C303120303050402050528001000000000000,family,Vitaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Vitales-Vitaceae,bc87a10d-fc2a-4701-abd6-b2ced8c08ded,C303120303050402050528001000000000000,accepted name 接受名,,family,原生 Native,Vitaceae,Vitaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Vitales-Vitaceae
68a8defb-9e29-406b-bc33-3b73455f6bbf,C303120303050402050529001000000000000,family,Krameriaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Zygophyllales-Krameriaceae,68a8defb-9e29-406b-bc33-3b73455f6bbf,C303120303050402050529001000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Krameriaceae,Krameriaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Zygophyllales-Krameriaceae
84579eb5-c29e-4cbd-9ff8-210ca41ae20d,C303120303050402050529002000000000000,family,Zygophyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Zygophyllales-Zygophyllaceae,84579eb5-c29e-4cbd-9ff8-210ca41ae20d,C303120303050402050529002000000000000,accepted name 接受名,,family,原生 Native,Zygophyllaceae,Zygophyllaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Zygophyllales-Zygophyllaceae
828275a1-52ee-4b3d-a0a8-08181e6e700b,C303120303050402050530001000000000000,family,Quillajaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Quillajaceae,828275a1-52ee-4b3d-a0a8-08181e6e700b,C303120303050402050530001000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Quillajaceae,Quillajaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Quillajaceae
929ea977-ad32-4f3a-8e86-e1935562ac34,C303120303050402050530002000000000000,family,Fabaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Fabaceae,929ea977-ad32-4f3a-8e86-e1935562ac34,C303120303050402050530002000000000000,accepted name 接受名,,family,原生 Native,Fabaceae,Fabaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Fabaceae
9e5bf466-455e-45dc-8f75-1371de601389,C303120303050402050530003000000000000,family,Surianaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Surianaceae,9e5bf466-455e-45dc-8f75-1371de601389,C303120303050402050530003000000000000,accepted name 接受名,,family,栽培 Cultivated (non-native),Surianaceae,Surianaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Surianaceae
07744472-340e-41ff-a789-6173b2e3f22c,C303120303050402050530004000000000000,family,Polygalaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Polygalaceae,07744472-340e-41ff-a789-6173b2e3f22c,C303120303050402050530004000000000000,accepted name 接受名,,family,原生 Native,Polygalaceae,Polygalaceae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Fabales-Polygalaceae
